"","kTotal","kWithin","kOut","kDiff"
"ENSXMAG00000005445",514.888783485988,381.576370256395,133.312413229592,248.263957026803
"ENSXMAG00000005447",739.082673639047,518.628617007396,220.454056631651,298.174560375744
"ENSXMAG00000005565",593.05110292338,445.829203703427,147.221899219953,298.607304483474
"ENSXMAG00000005602",535.130764978267,366.691563051388,168.43920192688,198.252361124508
"ENSXMAG00000005670",698.807771218093,554.251890648361,144.555880569731,409.69601007863
"ENSXMAG00000005675",573.718553481333,428.820290316884,144.898263164449,283.922027152436
"ENSXMAG00000005685",584.524889711621,445.706799691177,138.818090020444,306.888709670733
"ENSXMAG00000005689",573.244123294416,355.652232879616,217.5918904148,138.060342464816
"ENSXMAG00000005756",771.565470993136,538.489365715763,233.076105277373,305.413260438389
"ENSXMAG00000005772",663.544242777671,450.748701763505,212.795541014165,237.95316074934
"ENSXMAG00000005832",560.922193763133,417.889946240368,143.032247522765,274.857698717603
"ENSXMAG00000005836",695.40428000569,426.593020842149,268.81125916354,157.781761678609
"ENSXMAG00000005842",571.555136276503,368.549361497977,203.005774778526,165.54358671945
"ENSXMAG00000005923",640.66508842119,369.804614738876,270.860473682314,98.9441410565615
"ENSXMAG00000005973",633.263256057954,451.378161364906,181.885094693048,269.493066671859
"ENSXMAG00000005981",542.748335614771,387.61007328354,155.138262331232,232.471810952308
"ENSXMAG00000005986",486.159625600105,360.70675577794,125.452869822165,235.253885955776
"ENSXMAG00000006080",487.543450110633,352.726819912272,134.816630198361,217.910189713911
"ENSXMAG00000006100",610.974944490496,426.353785312595,184.621159177901,241.732626134694
"ENSXMAG00000006125",578.859457383066,405.754427991954,173.105029391112,232.649398600842
"ENSXMAG00000006138",489.842850027534,381.852216551797,107.990633475737,273.86158307606
"ENSXMAG00000006193",552.000677953765,405.055586518445,146.94509143532,258.110495083126
"ENSXMAG00000006209",536.102468465653,378.552819666782,157.549648798871,221.003170867911
"ENSXMAG00000006296",592.046674032837,462.705039628542,129.341634404296,333.363405224246
"ENSXMAG00000006413",465.539177795999,360.29884918291,105.240328613088,255.058520569822
"ENSXMAG00000006456",772.83534319431,475.325759893035,297.509583301276,177.816176591759
"ENSXMAG00000006468",608.523595947895,407.728313899596,200.795282048299,206.933031851297
"ENSXMAG00000006528",581.917382426655,399.235371053724,182.682011372931,216.553359680793
"ENSXMAG00000006535",558.817184001751,361.372872449418,197.444311552333,163.928560897085
"ENSXMAG00000006578",555.569267782126,424.301389181573,131.267878600552,293.033510581021
"ENSXMAG00000006593",756.698917039238,532.177958628326,224.520958410912,307.657000217414
"ENSXMAG00000006601",574.418784121129,362.985463852309,211.43332026882,151.552143583489
"ENSXMAG00000006663",527.251766856157,370.984094807942,156.267672048215,214.716422759726
"ENSXMAG00000006739",625.929839679216,486.626771989162,139.303067690054,347.323704299108
"ENSXMAG00000006811",651.914030310631,521.310922524118,130.603107786513,390.707814737605
"ENSXMAG00000006860",870.268093056452,629.836059163721,240.432033892731,389.40402527099
"ENSXMAG00000006889",682.601501865425,422.834654160234,259.766847705191,163.067806455043
"ENSXMAG00000006912",657.409508924238,432.717016944547,224.692491979691,208.024524964856
"ENSXMAG00000006980",547.901266452022,348.874777414714,199.026489037308,149.848288377406
"ENSXMAG00000007014",792.548148874907,507.299956833332,285.248192041575,222.051764791758
"ENSXMAG00000007020",791.212471668176,569.292410131202,221.920061536974,347.372348594228
"ENSXMAG00000007023",595.285176540303,364.057035235563,231.228141304739,132.828893930824
"ENSXMAG00000007067",688.884963322095,536.244624559488,152.640338762607,383.60428579688
"ENSXMAG00000007070",533.750487957091,398.901322195111,134.849165761981,264.05215643313
"ENSXMAG00000007084",538.307754803645,394.174731026241,144.133023777405,250.041707248836
"ENSXMAG00000007088",512.821139184985,386.69432923335,126.126809951635,260.567519281715
"ENSXMAG00000007106",724.737868695606,421.297819543328,303.440049152279,117.857770391049
"ENSXMAG00000007153",491.060278913836,368.277463728218,122.782815185618,245.4946485426
"ENSXMAG00000007170",557.578946816821,400.512861546544,157.066085270277,243.446776276267
"ENSXMAG00000007208",727.898057652308,480.263339714896,247.634717937413,232.628621777483
"ENSXMAG00000007236",665.673766379238,423.494079341756,242.179687037483,181.314392304273
"ENSXMAG00000007238",765.877368636376,582.563173623279,183.314195013097,399.248978610182
"ENSXMAG00000007248",670.218808970263,398.64127305311,271.577535917152,127.063737135958
"ENSXMAG00000007333",653.705672536672,475.585945448981,178.119727087691,297.466218361289
"ENSXMAG00000007406",540.322344890513,444.987869645917,95.3344752445959,349.653394401321
"ENSXMAG00000007441",578.040541421382,413.316042907239,164.724498514143,248.591544393097
"ENSXMAG00000007490",695.976305736083,480.320846596642,215.655459139441,264.6653874572
"ENSXMAG00000007578",450.101598750057,327.857557355535,122.244041394522,205.613515961013
"ENSXMAG00000007579",702.927655513774,513.097245026358,189.830410487415,323.266834538943
"ENSXMAG00000007592",514.890756256037,386.472852234509,128.417904021528,258.05494821298
"ENSXMAG00000007608",679.60357591528,519.202455981569,160.401119933711,358.801336047859
"ENSXMAG00000007751",592.891923204018,421.955372479718,170.9365507243,251.018821755418
"ENSXMAG00000007804",604.296644588941,351.124467737603,253.172176851337,97.9522908862659
"ENSXMAG00000007866",626.39325864869,466.204687719995,160.188570928695,306.016116791299
"ENSXMAG00000007912",541.958790103656,348.691227501022,193.267562602634,155.423664898389
"ENSXMAG00000007932",487.137298613982,363.488126815581,123.649171798401,239.83895501718
"ENSXMAG00000007977",551.794560249092,414.674569557469,137.119990691623,277.554578865846
"ENSXMAG00000007988",481.725235915533,358.74910597336,122.976129942173,235.772976031186
"ENSXMAG00000008003",702.052034522931,471.16469527331,230.887339249621,240.277356023689
"ENSXMAG00000008023",444.278052809341,333.754216396134,110.523836413207,223.230379982926
"ENSXMAG00000008028",518.079004275261,375.852449561212,142.226554714049,233.625894847163
"ENSXMAG00000008211",704.20244628927,407.547958147434,296.654488141837,110.893470005597
"ENSXMAG00000008296",670.196183190884,493.277089890369,176.919093300515,316.357996589854
"ENSXMAG00000008318",433.053869864195,344.976889213505,88.0769806506894,256.899908562816
"ENSXMAG00000008379",685.89111858803,429.751007793221,256.140110794809,173.610896998413
"ENSXMAG00000008424",434.793337898278,346.33379476648,88.4595431317974,257.874251634683
"ENSXMAG00000008435",726.472774726028,458.036443692792,268.436331033235,189.600112659557
"ENSXMAG00000008443",593.737029559677,403.872732739824,189.864296819854,214.00843591997
"ENSXMAG00000008464",671.934801249296,516.972515766057,154.962285483238,362.010230282819
"ENSXMAG00000008505",649.878105460184,439.312566871017,210.565538589166,228.747028281851
"ENSXMAG00000008510",765.553312132589,571.608425816497,193.944886316092,377.663539500405
"ENSXMAG00000008567",607.039638646733,458.890538226487,148.149100420246,310.741437806241
"ENSXMAG00000008638",549.513378838267,374.122730848848,175.390647989419,198.732082859429
"ENSXMAG00000008661",538.526199885667,384.426277403647,154.09992248202,230.326354921627
"ENSXMAG00000008680",814.862719771197,488.728786091858,326.133933679339,162.594852412519
"ENSXMAG00000008693",686.041572662189,485.926153264979,200.11541939721,285.810733867769
"ENSXMAG00000008714",658.142133266218,490.439498246414,167.702635019805,322.736863226609
"ENSXMAG00000008751",549.097566217971,375.765426538511,173.33213967946,202.433286859051
"ENSXMAG00000008866",522.562043409174,382.529245870512,140.032797538663,242.496448331849
"ENSXMAG00000008911",656.11933594751,503.090865521491,153.028470426019,350.062395095472
"ENSXMAG00000008938",734.577360492209,429.362801282441,305.214559209768,124.148242072673
"ENSXMAG00000008974",594.011023339177,422.099475705444,171.911547633733,250.187928071711
"ENSXMAG00000009016",688.796772578399,477.312444448777,211.484328129622,265.828116319156
"ENSXMAG00000009063",779.924309916295,552.45782122573,227.466488690565,324.991332535165
"ENSXMAG00000009117",721.332021096188,400.514195758078,320.81782533811,79.6963704199685
"ENSXMAG00000009147",462.891090301033,339.808906949558,123.082183351475,216.726723598083
"ENSXMAG00000009191",544.372576425814,423.036356349215,121.336220076599,301.700136272616
"ENSXMAG00000009197",625.220761379925,455.748174870236,169.472586509689,286.275588360547
"ENSXMAG00000009207",675.68747816613,539.283332691587,136.404145474544,402.879187217043
"ENSXMAG00000009224",719.594132388751,449.35323387734,270.240898511411,179.112335365929
"ENSXMAG00000009226",534.337344936557,408.911210381431,125.426134555126,283.485075826305
"ENSXMAG00000009308",625.590078275903,411.54998704956,214.040091226342,197.509895823218
"ENSXMAG00000009310",637.642857765299,386.490300206828,251.152557558471,135.337742648356
"ENSXMAG00000009354",658.311476183374,434.375575871138,223.935900312236,210.439675558902
"ENSXMAG00000009411",626.079797064841,394.539286375543,231.540510689298,162.998775686244
"ENSXMAG00000009454",686.670676367754,503.982078205296,182.688598162458,321.293480042839
"ENSXMAG00000009496",704.583920000207,455.196400618997,249.38751938121,205.808881237787
"ENSXMAG00000009558",699.79146866094,490.433054427819,209.35841423312,281.074640194699
"ENSXMAG00000009559",751.980085148583,490.909329136455,261.070756012128,229.838573124326
"ENSXMAG00000009563",592.221254200308,462.063356594688,130.15789760562,331.905458989068
"ENSXMAG00000009581",654.338586350368,421.462430248196,232.876156102172,188.586274146024
"ENSXMAG00000009585",643.178474600007,416.555148471214,226.623326128793,189.931822342421
"ENSXMAG00000009586",812.133540851261,536.146676405912,275.98686444535,260.159811960562
"ENSXMAG00000009608",845.473935522093,576.188418349617,269.285517172476,306.902901177141
"ENSXMAG00000009655",528.971578836641,382.348628391932,146.622950444709,235.725677947224
"ENSXMAG00000009686",546.748500821886,349.015706591952,197.732794229933,151.282912362019
"ENSXMAG00000009730",586.512096935818,404.469859474459,182.042237461358,222.427622013101
"ENSXMAG00000009779",535.025437451336,428.358484749792,106.666952701544,321.691532048247
"ENSXMAG00000009806",548.705886104784,386.95705373956,161.748832365224,225.208221374336
"ENSXMAG00000009824",586.021209999588,390.3726647336,195.648545265988,194.724119467611
"ENSXMAG00000009876",837.933011764657,567.670784859285,270.262226905372,297.408557953913
"ENSXMAG00000009881",551.278786696114,371.09224742496,180.186539271155,190.905708153805
"ENSXMAG00000009922",589.078356432267,444.855943447999,144.222412984268,300.633530463731
"ENSXMAG00000009944",511.138152572928,360.709552390179,150.428600182749,210.280952207431
"ENSXMAG00000010011",644.147578519452,409.587833866746,234.559744652706,175.02808921404
"ENSXMAG00000010046",561.090829835921,391.597774843983,169.493054991938,222.104719852045
"ENSXMAG00000010057",493.769544156584,413.342509539572,80.4270346170123,332.915474922559
"ENSXMAG00000010064",640.036846957903,441.941668135041,198.095178822862,243.846489312179
"ENSXMAG00000010082",716.754947907617,503.486054782901,213.268893124716,290.217161658185
"ENSXMAG00000010126",561.08429618852,380.995909428452,180.088386760068,200.907522668384
"ENSXMAG00000010127",668.270351047592,464.505540148886,203.764810898705,260.740729250181
"ENSXMAG00000010163",762.128608115682,514.516926011768,247.611682103914,266.905243907854
"ENSXMAG00000010183",690.757709757162,551.700667606049,139.057042151113,412.643625454935
"ENSXMAG00000010185",627.163205186603,436.13817582193,191.025029364673,245.113146457257
"ENSXMAG00000010207",513.029278258407,360.018966359335,153.010311899071,207.008654460264
"ENSXMAG00000010222",645.603600091963,517.581807750943,128.02179234102,389.560015409923
"ENSXMAG00000010224",499.899185605508,404.509254098892,95.389931506615,309.119322592277
"ENSXMAG00000010250",593.53266045549,457.634561991523,135.898098463967,321.736463527556
"ENSXMAG00000010386",593.833231309717,431.229198811517,162.6040324982,268.625166313317
"ENSXMAG00000010387",549.466298373993,399.88161691005,149.584681463942,250.296935446108
"ENSXMAG00000010394",507.853812958921,388.424268955682,119.429544003239,268.994724952444
"ENSXMAG00000010410",534.818635531918,422.518634922638,112.300000609279,310.218634313359
"ENSXMAG00000010459",625.152691315645,374.280729311756,250.871962003889,123.408767307867
"ENSXMAG00000010477",619.567407551593,416.335505248339,203.231902303254,213.103602945085
"ENSXMAG00000010515",519.494549912572,361.73652653338,157.758023379192,203.978503154188
"ENSXMAG00000010519",655.546903724484,361.421787131875,294.125116592609,67.296670539266
"ENSXMAG00000010526",602.979476712169,448.418973930759,154.56050278141,293.858471149349
"ENSXMAG00000010551",515.391446248397,406.239537481488,109.151908766908,297.08762871458
"ENSXMAG00000010560",478.854826320193,365.152071613568,113.702754706625,251.449316906944
"ENSXMAG00000010569",530.838676103692,372.874699470141,157.963976633551,214.91072283659
"ENSXMAG00000010594",720.600783571188,553.426528948639,167.174254622549,386.252274326091
"ENSXMAG00000010597",822.190508954204,524.292395884161,297.898113070043,226.394282814118
"ENSXMAG00000010598",666.08921664119,470.124683643083,195.964532998106,274.160150644977
"ENSXMAG00000010647",547.43773136755,382.281676323429,165.156055044121,217.125621279309
"ENSXMAG00000010716",789.450042468831,508.152179178525,281.297863290306,226.854315888219
"ENSXMAG00000010796",721.496857496101,496.792164971714,224.704692524388,272.087472447326
"ENSXMAG00000010809",840.254468174962,607.660049379393,232.59441879557,375.065630583823
"ENSXMAG00000010811",832.425914010056,605.22256113363,227.203352876426,378.019208257203
"ENSXMAG00000010820",697.326866844872,508.956744261927,188.370122582945,320.586621678982
"ENSXMAG00000010845",825.635853260846,524.283824701657,301.352028559189,222.931796142469
"ENSXMAG00000010884",786.266388954681,530.960338213891,255.30605074079,275.654287473101
"ENSXMAG00000010905",507.248533113169,378.780218915833,128.468314197336,250.311904718497
"ENSXMAG00000010939",650.313996418658,433.821734333023,216.492262085636,217.329472247387
"ENSXMAG00000010971",621.806242037683,452.709945353933,169.09629668375,283.613648670183
"ENSXMAG00000010977",670.029255735059,521.061248700559,148.968007034501,372.093241666058
"ENSXMAG00000011006",773.21041726706,558.440903818144,214.769513448916,343.671390369229
"ENSXMAG00000011011",515.3392439492,385.296800580063,130.042443369137,255.254357210926
"ENSXMAG00000011023",527.69809939384,350.326248260573,177.371851133268,172.954397127305
"ENSXMAG00000011084",664.224861469685,486.540056170978,177.684805298707,308.855250872271
"ENSXMAG00000011093",676.93097980594,463.690712424949,213.240267380991,250.450445043958
"ENSXMAG00000011139",501.843223497131,351.543925813805,150.299297683326,201.244628130479
"ENSXMAG00000011155",709.526538104428,437.558676414582,271.967861689846,165.590814724736
"ENSXMAG00000011268",686.958547965012,473.285126758311,213.673421206701,259.611705551609
"ENSXMAG00000011300",596.488887746815,392.954868218802,203.534019528013,189.420848690789
"ENSXMAG00000011355",718.738492818347,566.072221028367,152.66627178998,413.405949238387
"ENSXMAG00000011361",552.454672653945,359.135875805204,193.318796848741,165.817078956463
"ENSXMAG00000011378",865.023049086421,587.368425898426,277.654623187995,309.713802710431
"ENSXMAG00000011423",554.570507103961,413.876542463894,140.693964640067,273.182577823828
"ENSXMAG00000011512",645.116207065622,376.785262876153,268.33094418947,108.454318686683
"ENSXMAG00000011530",455.696176004716,333.924841080148,121.771334924568,212.15350615558
"ENSXMAG00000011543",566.755110406947,468.609120074602,98.1459903323453,370.463129742257
"ENSXMAG00000011571",788.752332602156,554.348687904693,234.403644697463,319.945043207229
"ENSXMAG00000011641",623.83198179819,428.422389323946,195.409592474244,233.012796849702
"ENSXMAG00000011801",653.622592474457,510.7718926757,142.850699798757,367.921192876942
"ENSXMAG00000011807",512.027074584057,409.606922099772,102.420152484284,307.186769615488
"ENSXMAG00000011814",702.091395671207,462.79216016192,239.299235509287,223.492924652633
