"","kTotal","kWithin","kOut","kDiff"
"ENSXMAG00000006351",371.980955814296,83.7805522482618,288.200403566035,-204.419851317773
"ENSXMAG00000006374",376.413096756628,205.097382011958,171.31571474467,33.7816672672882
"ENSXMAG00000006384",422.230748705548,39.534653418929,382.696095286619,-343.16144186769
"ENSXMAG00000006414",436.628021792033,140.386130976151,296.241890815882,-155.855759839731
"ENSXMAG00000006420",365.596538286453,144.548770095571,221.047768190882,-76.4989980953101
"ENSXMAG00000006456",429.478615514706,44.2654817447178,385.213133769989,-340.947652025271
"ENSXMAG00000006457",384.124900037492,126.143113868936,257.981786168556,-131.83867229962
"ENSXMAG00000006469",411.338019968101,278.12409965569,133.213920312411,144.910179343279
"ENSXMAG00000006477",374.19747956673,59.290818199894,314.906661366836,-255.615843166942
"ENSXMAG00000006497",418.440067147147,238.726013028014,179.714054119133,59.0119589088811
"ENSXMAG00000006526",471.9273369422,127.377808130039,344.549528812161,-217.171720682122
"ENSXMAG00000006529",417.635011124167,161.321561744885,256.313449379282,-94.9918876343976
"ENSXMAG00000006539",429.133956683418,241.47344606195,187.660510621468,53.8129354404818
"ENSXMAG00000006597",393.19526400169,152.924462200667,240.270801801023,-87.3463396003558
"ENSXMAG00000006604",396.080559790794,145.724089413187,250.356470377606,-104.632380964419
"ENSXMAG00000006608",376.7106938523,151.490040011587,225.220653840714,-73.7306138291269
"ENSXMAG00000006630",362.592450190571,65.3413388656723,297.251111324899,-231.909772459227
"ENSXMAG00000006644",426.457949769867,94.956545965826,331.501403804041,-236.544857838215
"ENSXMAG00000006691",417.220427234829,88.4323987912817,328.788028443547,-240.355629652266
"ENSXMAG00000006696",362.094604229654,84.9212945052986,277.173309724356,-192.252015219057
"ENSXMAG00000006707",396.727241666219,99.8871437891471,296.840097877072,-196.952954087925
"ENSXMAG00000006806",388.098481425628,110.801869312272,277.296612113356,-166.494742801084
"ENSXMAG00000006850",448.529100133091,324.703721010275,123.825379122816,200.87834188746
"ENSXMAG00000006856",381.956186994004,263.666178661172,118.290008332832,145.376170328341
"ENSXMAG00000006868",358.98715749268,150.654462008255,208.332695484424,-57.6782334761691
"ENSXMAG00000006900",377.458424599843,280.829686084348,96.6287385154951,184.200947568853
"ENSXMAG00000006915",361.459182858955,22.0314038393833,339.427779019571,-317.396375180188
"ENSXMAG00000006980",368.734854512982,181.247680058777,187.487174454205,-6.23949439542747
"ENSXMAG00000007072",393.783292682809,94.7429478920548,299.040344790754,-204.2973968987
"ENSXMAG00000007154",416.192649169584,143.839120542853,272.353528626731,-128.514408083878
"ENSXMAG00000007203",382.230872534545,142.877938089473,239.352934445072,-96.4749963555992
"ENSXMAG00000007244",456.246297443202,77.9094566427275,378.336840800475,-300.427384157747
"ENSXMAG00000007288",412.700347831139,118.889021446076,293.811326385064,-174.922304938988
"ENSXMAG00000007304",424.214852725779,104.963859310279,319.2509934155,-214.287134105221
"ENSXMAG00000007340",411.680978588855,90.7048282125728,320.976150376282,-230.271322163709
"ENSXMAG00000007366",428.812117811706,126.346159491311,302.465958320395,-176.119798829084
"ENSXMAG00000007367",368.487412236807,264.584969804416,103.902442432391,160.682527372025
"ENSXMAG00000007376",453.665222996217,95.7005258791541,357.964697117063,-262.264171237909
"ENSXMAG00000007387",414.916039386011,144.429432121483,270.486607264528,-126.057175143045
"ENSXMAG00000007440",379.843201950586,155.668287508176,224.17491444241,-68.5066269342342
"ENSXMAG00000007455",384.399629191352,97.8228039179163,286.576825273436,-188.75402135552
"ENSXMAG00000007474",434.681118814661,172.788061901929,261.893056912732,-89.1049950108029
"ENSXMAG00000007480",407.421209027585,93.1046913930498,314.316517634535,-221.211826241485
"ENSXMAG00000007553",404.240125645831,182.432912588588,221.807213057243,-39.3743004686543
"ENSXMAG00000007558",392.06608620798,78.7094993272771,313.356586880703,-234.647087553426
"ENSXMAG00000007588",387.512318155782,97.7320059308369,289.780312224945,-192.048306294108
"ENSXMAG00000007597",404.240125645831,182.432912588588,221.807213057243,-39.3743004686543
"ENSXMAG00000007604",440.651643643934,178.75976206615,261.891881577784,-83.1321195116345
"ENSXMAG00000007608",397.407688758581,112.726790361158,284.680898397424,-171.954108036266
"ENSXMAG00000007652",370.054577923471,105.373684619728,264.680893303743,-159.307208684015
"ENSXMAG00000007703",383.661933877558,155.516705581746,228.145228295813,-72.6285227140671
"ENSXMAG00000007743",405.015043784557,172.740371358462,232.274672426095,-59.5343010676335
"ENSXMAG00000007798",364.279751801944,36.6038838509614,327.675867950982,-291.071984100021
"ENSXMAG00000007838",466.742649568079,172.605207351432,294.137442216647,-121.532234865215
"ENSXMAG00000007843",364.107183740339,131.159003476464,232.948180263875,-101.789176787411
"ENSXMAG00000007877",361.477714402819,135.0570500525,226.420664350319,-91.3636142978183
"ENSXMAG00000007901",419.896013315308,122.056929927875,297.839083387434,-175.782153459559
"ENSXMAG00000007906",359.540097749901,152.256768976086,207.283328773815,-55.0265597977296
"ENSXMAG00000007912",365.155890408043,158.663662673298,206.492227734744,-47.8285650614463
"ENSXMAG00000007947",409.537380200454,139.222423524496,270.314956675959,-131.092533151463
"ENSXMAG00000007977",411.096599961298,136.103966525717,274.992633435581,-138.888666909864
"ENSXMAG00000008031",432.505411088422,18.985100214908,413.520310873514,-394.535210658606
"ENSXMAG00000008066",395.550359250921,48.3966256108858,347.153733640035,-298.757108029149
"ENSXMAG00000008072",363.027122378617,251.043765550706,111.983356827911,139.060408722796
"ENSXMAG00000008078",434.405245346416,82.9306632923891,351.474582054027,-268.543918761638
"ENSXMAG00000008110",357.923117144795,89.5632334449638,268.359883699831,-178.796650254867
"ENSXMAG00000008119",358.776074249931,72.3709666496376,286.405107600294,-214.034140950656
"ENSXMAG00000008131",363.790773145578,96.9905264842788,266.800246661299,-169.809720177021
"ENSXMAG00000008152",436.510629962704,75.3811657622655,361.129464200438,-285.748298438172
"ENSXMAG00000008229",358.829179261179,72.7512875126847,286.077891748494,-213.326604235809
"ENSXMAG00000008265",404.686397135871,143.792703976909,260.893693158962,-117.100989182053
"ENSXMAG00000008447",423.92622230742,290.010982282417,133.915240025003,156.095742257414
"ENSXMAG00000008455",443.254590367117,140.13445030356,303.120140063558,-162.985689759998
"ENSXMAG00000008514",414.116877568212,37.156486012493,376.960391555719,-339.803905543226
"ENSXMAG00000008546",379.616757891194,179.378919719249,200.237838171945,-20.8589184526951
"ENSXMAG00000008644",509.859816150967,154.233067137515,355.626749013452,-201.393681875936
"ENSXMAG00000008677",361.694195044483,124.347655668825,237.346539375659,-112.998883706834
"ENSXMAG00000008693",410.206614323696,101.994454435264,308.212159888432,-206.217705453168
"ENSXMAG00000008707",369.320194351593,160.716850682991,208.603343668601,-47.8864929856099
"ENSXMAG00000008739",404.240125645831,182.432912588588,221.807213057243,-39.3743004686543
"ENSXMAG00000008780",371.281400370748,42.0097294783279,329.27167089242,-287.261941414092
"ENSXMAG00000008833",425.718998304824,296.463208496818,129.255789808006,167.207418688812
"ENSXMAG00000008861",385.322549832488,151.991688279027,233.330861553462,-81.3391732744348
"ENSXMAG00000008876",375.24842069259,168.474582758836,206.773837933754,-38.2992551749182
"ENSXMAG00000008892",429.116870184207,142.271724160522,286.845146023685,-144.573421863163
"ENSXMAG00000008953",382.9113215792,102.409380343543,280.501941235657,-178.092560892114
"ENSXMAG00000008963",379.287592863869,131.694529423333,247.593063440536,-115.898534017203
"ENSXMAG00000009001",401.156519771432,263.597434622391,137.559085149041,126.03834947335
"ENSXMAG00000009050",401.220080271581,189.67563587743,211.54444439415,-21.8688085167202
"ENSXMAG00000009091",374.416529067399,162.053506572396,212.363022495003,-50.3095159226073
"ENSXMAG00000009109",387.917707252965,176.574890918368,211.342816334597,-34.7679254162284
"ENSXMAG00000009132",354.285540398488,118.960456038838,235.32508435965,-116.364628320812
"ENSXMAG00000009177",419.041619162686,130.124397081139,288.917222081547,-158.792825000408
"ENSXMAG00000009181",355.071056828658,206.886936048452,148.184120780206,58.7028152682462
"ENSXMAG00000009195",418.127903134379,176.99242794582,241.135475188559,-64.1430472427388
"ENSXMAG00000009224",393.278789156834,145.55578533442,247.723003822414,-102.167218487993
"ENSXMAG00000009264",354.998350635891,104.646245026942,250.352105608949,-145.705860582008
"ENSXMAG00000009298",379.942815728793,141.243402045569,238.699413683223,-97.4560116376541
"ENSXMAG00000009331",418.041589970608,97.2547874081248,320.786802562483,-223.532015154359
"ENSXMAG00000009346",360.255370701251,250.67097614752,109.584394553732,141.086581593788
"ENSXMAG00000009377",407.423426170025,160.268244237585,247.15518193244,-86.8869376948546
"ENSXMAG00000009559",416.503022553304,187.349033551848,229.153989001456,-41.8049554496084
"ENSXMAG00000009564",365.268026284664,216.382399227572,148.885627057092,67.4967721704793
"ENSXMAG00000009574",398.697585757685,152.916640063124,245.780945694561,-92.8643056314376
"ENSXMAG00000009623",355.566401387282,227.383502647803,128.182898739479,99.2006039083242
"ENSXMAG00000009645",456.126208784642,158.604453128323,297.52175565632,-138.917302527997
"ENSXMAG00000009686",381.5370648076,124.861738751353,256.675326056247,-131.813587304893
"ENSXMAG00000009708",386.684732621891,109.856577119974,276.828155501917,-166.971578381943
"ENSXMAG00000009713",382.776397084473,258.31980960728,124.456587477194,133.863222130086
"ENSXMAG00000009726",358.415841590582,197.670936152411,160.744905438172,36.9260307142391
"ENSXMAG00000009740",418.651301056617,96.5900207192333,322.061280337384,-225.471259618151
"ENSXMAG00000009782",404.240125645831,182.432912588588,221.807213057243,-39.3743004686543
"ENSXMAG00000009810",392.740855908741,78.7548458502257,313.986010058515,-235.23116420829
"ENSXMAG00000009828",379.60332091679,162.68125777923,216.922063137561,-54.2408053583311
"ENSXMAG00000009952",404.240125645831,182.432912588588,221.807213057243,-39.3743004686543
"ENSXMAG00000009990",403.579045417341,138.504686324528,265.074359092812,-126.569672768284
"ENSXMAG00000010016",439.512268166369,90.5849953576084,348.92727280876,-258.342277451152
"ENSXMAG00000010033",404.240125645831,182.432912588588,221.807213057243,-39.3743004686543
"ENSXMAG00000010056",367.750398035701,281.602026481404,86.1483715542969,195.453654927107
"ENSXMAG00000010057",416.023481983763,157.462331555877,258.561150427886,-101.098818872009
"ENSXMAG00000010135",385.329513817839,169.638882658173,215.690631159666,-46.0517485014933
"ENSXMAG00000010139",382.519729803282,120.909918622838,261.609811180444,-140.699892557606
"ENSXMAG00000010144",376.538872844504,138.665788460235,237.873084384269,-99.2072959240334
"ENSXMAG00000010153",354.007387848944,109.804981848194,244.20240600075,-134.397424152556
"ENSXMAG00000010189",419.310923154183,158.991498032275,260.319425121908,-101.327927089633
"ENSXMAG00000010190",417.522570821204,141.124686729648,276.397884091556,-135.273197361908
"ENSXMAG00000010208",414.672470961966,131.067147907636,283.605323054331,-152.538175146695
"ENSXMAG00000010214",425.105721263745,101.281585255391,323.824136008353,-222.542550752962
"ENSXMAG00000010227",385.068402334782,163.29904479178,221.769357543002,-58.4703127512217
"ENSXMAG00000010283",493.340300784822,53.1083403961278,440.231960388694,-387.123619992566
"ENSXMAG00000010299",360.524067755835,235.516191760895,125.007875994939,110.508315765956
"ENSXMAG00000010315",390.174197013361,200.381551069079,189.792645944282,10.5889051247975
"ENSXMAG00000010318",373.223988409571,131.234062230708,241.989926178863,-110.755863948155
"ENSXMAG00000010379",373.840355341561,134.632657925664,239.207697415897,-104.575039490232
"ENSXMAG00000010407",370.75456940664,129.597201913125,241.157367493515,-111.560165580389
"ENSXMAG00000010430",386.279937486256,256.727145404854,129.552792081402,127.174353323452
"ENSXMAG00000010432",354.460577553603,147.09774564796,207.362831905642,-60.2650862576822
"ENSXMAG00000010435",397.994466767624,132.818356061511,265.176110706112,-132.357754644601
"ENSXMAG00000010535",399.542628693061,52.3103822439867,347.232246449074,-294.921864205087
"ENSXMAG00000010540",426.668534635389,165.989542765761,260.678991869628,-94.6894491038677
"ENSXMAG00000010603",441.042040341584,281.12079723233,159.921243109253,121.199554123077
"ENSXMAG00000010628",400.197586332571,261.851714114084,138.345872218486,123.505841895598
"ENSXMAG00000010640",413.463020092718,217.523243884386,195.939776208331,21.5834676760548
"ENSXMAG00000010651",377.461452236633,63.8433960583872,313.618056178246,-249.774660119858
