target_id	length	eff_length	est_counts	tpm
g2215.t1	1611	1415.35833333333	54.090843971795	3.3408984311336
g2216.t1	1623	1427.35833333333	111.663677309021	6.83887761883701
g2217.t1	1566	1370.35833333333	289.926163610666	18.4952065102613
g2218.t1	591	396.807333333333	725.438256359138	159.818365979449
g2219.t1	1296	1100.35833333333	421.523157812314	33.4883093895722
g2221.t1	921	725.4075	296.095451553247	35.6825280392371
g2223.t1	1035	839.358166666667	24.7058131642863	2.57310645077636
g2224.t1	906	710.4075	85.4754735266345	10.5181630477696
g2225.t1	2148	1952.35833333333	776.620358079968	34.7740409680282
g2226.t1	2295	2099.35833333333	222.414897295645	9.26154029469021
g2227.t1	855	659.431	79.1172306381085	10.488361282785
g2228.t1	1062	866.358166666667	17.8216543217007	1.79827647597374
g2229.t1	2052	1856.35833333333	427.33146643111	20.1237531935586
g2230.t1	1089	893.358166666667	4608.36528837774	450.948769245816
g2231.t1	240	85.3947833333333	64.2214304408257	65.7437624632245
g2232.t1	3108	2912.35833333333	288.463152455349	8.65867537028579
g2233.t1	3423	3227.35833333333	13.7546027951838	0.372569060562057
g2234.t1	3363	3167.35833333333	710.351246282692	19.6056781358456
g2235.t1	1233	1037.35833333333	663.966367137274	55.9529774791863
g2236.t1	1068	872.358166666667	541.410412262365	54.2547408947195
g2237.t1	1344	1148.35833333333	1.18906064565151	0.0905174895012823
g2238.t1	5778	5582.35833333333	1148.04567555466	17.978248439124
g2241.t1	1041	845.358166666667	65.1960313134837	6.74196243264906
g2242.t1	666	470.991833333333	21.9591371618988	4.07575261354008
g2244.t1	1140	944.358166666667	4772.11961351001	441.754011022816
g2245.t1	705	509.776166666667	94.705043426071	16.2405039489693
g2246.t1	1974	1778.35833333333	191.682346099842	9.42255677751591
g2247.t1	420	232.919666666667	0	0
g2248.t1	1884	1688.35833333333	278.2543964123	14.4073242432826
g2249.t1	1788	1592.35833333333	2.64363549125854	0.145133172863747
g2250.t1	13830	13634.35	6163.41229062272	39.5177948962807
g2251.t1	1092	896.358166666667	313.341593548695	30.5592287391723
g2252.t1	993	797.358166666667	122.991207995741	13.4842421042533
g2253.t1	765	569.623666666667	743.623399715629	114.122412377243
g2254.t1	1434	1238.35833333333	7.46582700518352	0.527032639899395
g2255.t1	1116	920.358166666667	200.166357097286	19.0125397982446
g2256.t1	5634	5438.35833333333	1110.09743748905	17.8442870729619
g2257.t1	699	503.776166666667	687.279711505135	119.26192840657
g2258.t1	600	405.6345	155.076269543128	33.4207645547371
g2259.t1	4263	4067.35833333333	134.564882705327	2.89217936335101
g2264.t1	1092	896.358166666667	275.363930618035	26.8553856734196
g2265.t1	1293	1097.35833333333	161.325489344478	12.8516960654637
g2266.t1	735	539.707	156.924954804481	25.417912624772
g2268.t1	1428	1232.35833333333	331.639570104078	23.5253047719787
g2269.t1	1149	953.358166666667	28.4830985654472	2.61178283123537
g2270.t1	1365	1169.35833333333	27.7746505376135	2.07638034635579
g2271.t1	1158	962.358166666667	0.681688478436486	0.0619234491737289
g2273.t1	1044	848.358166666667	72.8779034606853	7.50969928472463
g2275.t1	1425	1229.35833333333	420.364138861579	29.8918704268212
g2276.t1	1338	1142.35833333333	2033.19736578381	155.590510348382
g2278.t1	240	85.3947833333333	0.429587098452036	0.439770213214413
g2281.t1	2226	2030.35833333333	229.488843958229	9.88086139024423
g2282.t1	5097	4901.35833333333	2814.27673115456	50.1945154907088
g2283.t1	1434	1238.35833333333	37.7192362565443	2.66270148577959
g2284.t1	750	554.6705	164.070526862286	25.8583866596279
g2285.t1	1857	1661.35833333333	196.672717329719	10.3487221097824
g2286.t1	1392	1196.35833333333	1446.22901575565	105.677300941654
g2287.t1	990	794.358166666667	128.780314551323	14.1722576071987
g2288.t1	1923	1727.35833333333	204.312443068238	10.3399466629143
g2293.t1	870	674.431	231.330785759399	29.9848464953859
g2298.t1	1740	1544.35833333333	795.714370087589	45.0417282931684
g2299.t1	3624	3428.35833333333	500.113536065592	12.7522941613796
g2300.t1	786	590.575833333333	198.804967227943	29.4277786639107
g2301.t1	4308	4112.35833333333	737.247281048709	15.672134511113
g2302.t1	7848	7652.35833333333	1236.44040152943	14.1248488872036
g2304.t1	774	578.604833333333	7800.60135700892	1178.56068112606
g2305.t1	3096	2900.35833333333	177.655190001411	5.35466324411778
g2306.t1	1653	1457.35833333333	93.8995284295394	5.63252312798979
g2307.t1	1062	866.358166666667	3981.2033088737	401.719398613786
g2308.t1	3912	3716.35833333333	1620.45551808291	38.1175916244797
g2309.t1	3105	2909.35833333333	813.977519527709	24.4580099338014
g2311.t1	1728	1532.35833333333	165.330676770081	9.43189658066566
g2312.t1	1710	1514.35833333333	12.7793424254047	0.737710180234
g2314.t1	2238	2042.35833333333	679.827437791428	29.0986384249268
g2315.t1	447	257.942	139.041805221028	47.1226012155083
g2316.t1	969	773.358166666667	1.28498211782305	0.145252069579871
g2317.t1	480	289.090166666667	6.00262580925902	1.81515565426461
g2318.t1	969	773.358166666667	32.3982742226486	3.66224270079992
g2319.t1	306	134.267	2.3542224419399	1.53279519786625
g2320.t1	2340	2144.35833333333	145.217956214468	5.92009780134345
g2321.t1	1851	1655.35833333333	25.2946142459258	1.33580160904756
g2322.t1	1035	839.358166666667	159.408333068886	16.6023521427738
g2323.t1	1206	1010.35716666667	279.835240904707	24.2121525205015
g2328.t1	984	788.358166666667	153.249174454695	16.9934083627598
g2333.t1	480	289.090166666667	0.421771528752235	0.127541012808352
g2335.t1	1215	1019.35833333333	3.55951237085616	0.305259754136888
g2336.t1	3795	3599.35833333333	732.664013882289	17.7944962167715
g2337.t1	2157	1961.35833333333	4.07549065324886	0.181647271000801
g2338.t1	3438	3242.35833333333	128.40184479403	3.46191320084892
g2339.t1	2664	2468.35833333333	3.03650310420179	0.10754034954971
g2340.t1	4194	3998.35833333333	313.968236921788	6.86451601062571
g2342.t1	1425	1229.35833333333	50.222713933304	3.57131048676818
g2344.t1	858	662.431	96.076041899124	12.678864949463
g2346.t1	849	653.441666666667	445.422945947541	59.5897664465455
g2349.t1	957	761.383166666667	267.263613629081	30.6861558511886
g2350.t1	1203	1007.35716666667	246.30291958913	21.3743049122591
g2351.t1	2610	2414.35833333333	248.348697403372	8.99220253376254
g2352.t1	1722	1526.35833333333	3.68636223959149	0.211128774984826
